,部分,考试类型,三元组
2063,高考学考,专科自主招生,"(志愿篇, 属于, 专科自主招生)"
2064,高考学考,专科自主招生,"(录取结果, 查询渠道, 各院校官网)"
2065,高考学考,专科自主招生,"(考生, 关注, 各院校的公告信息)"
2066,高考学考,专科自主招生,"(专科自主招生, 录取结果发布渠道, 各院校官网)"
2067,高考学考,专科自主招生,"(各院校, 发布, 各院校的公告信息)"
2068,高考学考,专科自主招生,"(专科自主招生, 有, 两次征求志愿)"
2069,高考学考,专科自主招生,"(高考学考栏目, 包含, 专科自主招生栏目)"
2070,高考学考,专科自主招生,"(征求志愿, 年份, 2024年)"
2071,高考学考,专科自主招生,"(专科自主招生第二次征求志愿, 填报日期, 4月5日)"
2072,高考学考,专科自主招生,"(考生, 登录, 上海市教育考试院报名网站)"
2073,高考学考,专科自主招生,"(征求志愿, 填报平台, 上海招考热线网站)"
2074,高考学考,专科自主招生,"(上海招考热线首页, 包含, 考生填报志愿)"
2075,高考学考,专科自主招生,"(征求志愿, 属于, 专科自主招生)"
2076,高考学考,专科自主招生,"(录取结果, 发布于, 各院校官网)"
2077,高考学考,专科自主招生,"(考生, 关注, 各院校的公告信息)"
2078,高考学考,专科自主招生,"(各院校的公告信息, 发布在, 各院校官网)"
2079,高考学考,专科自主招生,"(高中学业水平合格考, 组织者, 市教育考试院)"
2080,高考学考,专科自主招生,"(试点院校, 自主确定, 普通高中学业水平合格性考试成绩折算办法)"
2081,高考学考,专科自主招生,"(职业技能测试, 测试类型为, 素质技能测试或校考)"
2082,高考学考,专科自主招生,"(试点院校, 参考, 综合素质评价信息)"
2083,高考学考,专科自主招生,"(统一入学测试成绩, 作为录取依据, 高中往届毕业生)"
2084,高考学考,专科自主招生,"(退役军人, 录取办法参见, 院校招生简章)"
2085,高考学考,专科自主招生,"(中等职业学校公共基础课合格性考试, 调整分数计算规则, 补考)"
2086,高考学考,高中学业水平考试,"(高中学业水平考试, 分为, 合格性考试)"
2087,高考学考,高中学业水平考试,"(高中学业水平考试, 分为, 等级性考试)"
2088,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 语文)"
2089,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 数学)"
2090,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 外语)"
2091,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 思想政治)"
2092,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 历史)"
2093,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 地理)"
2094,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 物理)"
2095,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 化学)"
2096,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 生物学)"
2097,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 信息技术)"
2098,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 思想政治)"
2099,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 历史)"
2100,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 地理)"
2101,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 物理)"
2102,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 化学)"
2103,高考学考,高中学业水平考试,"(等级性考试, 包含科目, 生物学)"
2104,高考学考,高中学业水平考试,"(高考学考, 简称, 高中学业水平考试)"
2105,高考学考,高中学业水平考试,"(合格考, 全称, 合格性考试)"
2106,高考学考,高中学业水平考试,"(其他考生, 包含, 普通高中在籍在读学生)"
2107,高考学考,高中学业水平考试,"(其他考生, 包含, 高中阶段其他学校在校学生)"
2108,高考学考,高中学业水平考试,"(其他考生, 包含, 年满18周岁的社会人员)"
2109,高考学考,高中学业水平考试,"(社会人员, 需取得, 初中毕业或结业证书)"
2110,高考学考,高中学业水平考试,"(社会人员, 需取得, 初中毕业或结业证书)"
2111,高考学考,高中学业水平考试,"(本市普通高中学籍的外籍学生, 可自愿报考, 合格性考试)"
2112,高考学考,高中学业水平考试,"(普通高中在籍在读学生, 集体报名方式, 学籍所在学校)"
2113,高考学考,高中学业水平考试,"(高中学业水平考试, 报名时间, 3月至4月和11月至12月)"
2114,高考学考,高中学业水平考试,"(高中学业水平考试, 报名时间, 3月至4月和11月至12月)"
2115,高考学考,高中学业水平考试,"(学籍所在学校, 组织集体报名, 高中学业水平考试)"
2116,高考学考,高中学业水平考试,"(外籍学生, 不可参加, 高中学业水平考试报名)"
2117,高考学考,高中学业水平考试,"(高中学业水平考试, 依据, 报名文件)"
2118,高考学考,高中学业水平考试,"(上海招考热线网站, 官方网站, 上海教育考试院)"
2119,高考学考,高中学业水平考试,"(上海招考热线网站, 包含栏目, 考试报名)"
2120,高考学考,高中学业水平考试,"(高中学业水平考试, 报名方式, 上海招考热线网站在线报名)"
2121,高考学考,高中学业水平考试,"(高中学业水平考试, 需要, 报考确认)"
2122,高考学考,高中学业水平考试,"(在籍学生, 集体报名报考渠道, 学籍所在学校)"
2123,高考学考,高中学业水平考试,"(其他考生, 必须办理, 现场确认手续)"
2124,高考学考,高中学业水平考试,"(其他考生, 须持, 网上报名所用的有效证件)"
2125,高考学考,高中学业水平考试,"(考生及父母, 核对, 报名报考信息确认表)"
2126,高考学考,高中学业水平考试,"(考生及父母, 签字确认, 报名报考信息确认表)"
2127,高考学考,高中学业水平考试,"(不进行现场确认, 导致, 报名报考无效)"
2128,高考学考,高中学业水平考试,"(考生, 进行, 网上注册)"
2129,高考学考,高中学业水平考试,"(考生, 填写, 个人信息)"
2130,高考学考,高中学业水平考试,"(考生, 填写, 报考科目信息)"
2131,高考学考,高中学业水平考试,"(考生, 上传, 照片)"
2132,高考学考,高中学业水平考试,"(考生, 取得, 报名号)"
2133,高考学考,高中学业水平考试,"(报名号, 管理方式, 动态管理)"
2134,高考学考,高中学业水平考试,"(考生, 使用, 注册时填写的有效证件号)"
2135,高考学考,高中学业水平考试,"(考生, 登录时使用, 报名号)"
2136,高考学考,高中学业水平考试,"(变更申请书, 需提交至, 区考试招生机构)"
2137,高考学考,高中学业水平考试,"(变更证明, 需提供至, 区考试招生机构)"
2138,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 思想政治)"
2139,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 历史)"
2140,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 地理)"
2141,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 物理)"
2142,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 化学)"
2143,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 生物学)"
2144,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 信息技术)"
2145,高考学考,高中学业水平考试,"(普通高中在籍在读学生, 须报考, 6月合格性考试)"
2146,高考学考,高中学业水平考试,"(因休学等原因在籍但不在校就读的学生, 禁止报考, 6月合格性考试)"
2147,高考学考,高中学业水平考试,"(高一在籍在读学生, 可报考, 信息技术)"
2148,高考学考,高中学业水平考试,"(高三在籍在读学生, 可报考科目, 思想政治)"
2149,高考学考,高中学业水平考试,"(高三在籍在读学生, 可选科目, 历史)"
2150,高考学考,高中学业水平考试,"(高三在籍在读学生, 可报考科目, 物理)"
2151,高考学考,高中学业水平考试,"(高三在籍在读学生, 可报考科目, 化学)"
2152,高考学考,高中学业水平考试,"(高三在籍在读学生, 可报考, 生物学)"
2153,高考学考,高中学业水平考试,"(其他考生, 可选择报考, 思想政治)"
2154,高考学考,高中学业水平考试,"(其他考生, 可选择报考, 历史)"
2155,高考学考,高中学业水平考试,"(其他考生, 可报考, 地理)"
2156,高考学考,高中学业水平考试,"(其他考生, 可报考, 物理)"
2157,高考学考,高中学业水平考试,"(其他考生, 可报考, 化学)"
2158,高考学考,高中学业水平考试,"(其他考生, 可选择报考, 生物学)"
2159,高考学考,高中学业水平考试,"(其他考生, 可选择报考, 信息技术)"
2160,高考学考,高中学业水平考试,"(高考学考, 简称, 高中学业水平考试)"
2161,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 开考科目, 外语)"
2162,高考学考,高中学业水平考试,"(高中学业水平合格考, 开考科目, 思想政治)"
2163,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 开考科目, 地理)"
2164,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 开考科目, 物理)"
2165,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 开考科目, 化学)"
2166,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含, 思想政治)"
2167,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 历史)"
2168,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 地理)"
2169,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 物理)"
2170,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 化学)"
2171,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 生物学)"
2172,高考学考,高中学业水平考试,"(高三在籍在读学生, 可报考, 相关科目)"
2173,高考学考,高中学业水平考试,"(2024年高考报名的其他考生, 可报考, 相关科目)"
2174,高考学考,高中学业水平考试,"(成绩不合格的考生, 可报考, 对应科目)"
2175,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 数学)"
2176,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 包含科目, 外语)"
2177,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 报考条件, 本市普通高中高三年级在籍学生)"
2178,高考学考,高中学业水平考试,"(1月高中学业水平合格性考试, 属于, 高中学业水平考试)"
2179,高考学考,高中学业水平考试,"(语文合格性考试成绩, 可用替代, 春考或秋季高考语文成绩)"
2180,高考学考,高中学业水平考试,"(数学合格性考试成绩, 可被替代为, 春考数学成绩)"
2181,高考学考,高中学业水平考试,"(外语合格性考试成绩, 可替代, 春考或秋季高考外语成绩)"
2182,高考学考,高中学业水平考试,"(语文合格性考试, 可用替代来源, 春考或秋季高考语文成绩)"
2183,高考学考,高中学业水平考试,"(数学合格性考试, 可被替代为, 春考或秋季高考数学成绩)"
2184,高考学考,高中学业水平考试,"(外语合格性考试, 可被替代为, 春考或秋季高考外语成绩)"
2185,高考学考,高中学业水平考试,"(春考, 包含科目, 语文)"
2186,高考学考,高中学业水平考试,"(春考, 可替代科目, 数学)"
2187,高考学考,高中学业水平考试,"(春考, 可替代科目, 外语)"
2188,高考学考,高中学业水平考试,"(秋季高考, 可替代科目, 数学)"
2189,高考学考,高中学业水平考试,"(秋季高考, 可替代科目, 外语)"
2190,高考学考,高中学业水平考试,"(高考学考, 是, 高中学业水平考试)"
2191,高考学考,高中学业水平考试,"(高中学校, 授课语种, 外语语种)"
2192,高考学考,高中学业水平考试,"(其他外语语种, 包含, 德语)"
2193,高考学考,高中学业水平考试,"(其他外语语种, 包含, 西班牙语)"
2194,高考学考,高中学业水平考试,"(高考学考, 别称, 高中学业水平考试)"
2195,高考学考,高中学业水平考试,"(合格性考试, 属于, 高中学业水平考试)"
2196,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 思想政治)"
2197,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 语文)"
2198,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 历史)"
2199,高考学考,高中学业水平考试,"(高中学业水平考试, 包含合格性考试科目, 地理)"
2200,高考学考,高中学业水平考试,"(中职校学业水平考试成绩, 不可替代, 高中学业水平考试成绩)"
2201,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 语文)"
2202,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 数学)"
2203,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 外语)"
2204,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 思想政治)"
2205,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 历史)"
2206,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 地理)"
2207,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 物理)"
2208,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 化学)"
2209,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 生物学)"
2210,高考学考,高中学业水平考试,"(合格性考试, 包含科目, 信息技术)"
2211,高考学考,高中学业水平考试,"(考生, 申请认定, 外省市合格性考试成绩)"
2212,高考学考,高中学业水平考试,"(考生, 持有, 外省市高中学业水平考试成绩单)"
2213,高考学考,高中学业水平考试,"(上海教育考试院, 认定, 外省市合格性考试成绩)"
2214,高考学考,高中学业水平考试,"(外省市省级教育考试机构, 统一组织, 高中学业水平考试)"
2215,高考学考,高中学业水平考试,"(合格性考试成绩, 经认定结果为, 合格)"
2216,高考学考,高中学业水平考试,"(高考学考, 全称为, 高中学业水平考试)"
2217,高考学考,高中学业水平考试,"(普通高中在籍在读学生, 申请方式, 学籍所在学校)"
2218,高考学考,高中学业水平考试,"(普通高中在籍在读学生, 需提交, 省级考试机构统一组织的高中学业水平考试成绩单)"
2219,高考学考,高中学业水平考试,"(普通高中在籍在读学生, 需提交, 考生本人有效身份证件及复印件)"
2220,高考学考,高中学业水平考试,"(其他考生, 联系, 区考试招生机构)"
2221,高考学考,高中学业水平考试,"(其他考生, 需提供, 签名确认后的外省市普通高中学业水平考试成绩认定申请表)"
2222,高考学考,高中学业水平考试,"(其他考生, 需提供, 身份证原件和复印件)"
2223,高考学考,高中学业水平考试,"(省级考试机构统一组织的高中学业水平考试成绩单, 组织者, 省级考试机构)"
2224,高考学考,高中学业水平考试,"(上海招考热线网站, 发布, 成绩认定时间公告)"
2225,高考学考,高中学业水平考试,"(高考学考, 全称, 高中学业水平考试)"
2226,高考学考,高中学业水平考试,"(考生, 提交, 外省市成绩认定申请)"
2227,高考学考,高中学业水平考试,"(外省市成绩认定申请, 提交时间, 1月合格性考试)"
2228,高考学考,高中学业水平考试,"(高考学考, 等同, 高中学业水平考试)"
2229,高考学考,高中学业水平考试,"(1月合格性考试, 包含科目, 语文)"
2230,高考学考,高中学业水平考试,"(1月合格性考试, 包含科目, 数学)"
2231,高考学考,高中学业水平考试,"(春考, 包含, 1月份外语科目考试)"
2232,高考学考,高中学业水平考试,"(高考报名, 需勾选, 1月份外语科目考试)"
2233,高考学考,高中学业水平考试,"(1月合格性考试, 报考需联系, 在校老师)"
2234,高考学考,高中学业水平考试,"(高考学考, 别名, 高中学业水平考试)"
2235,高考学考,高中学业水平考试,"(5月等级性考试, 属于, 高中学业水平考试)"
2236,高考学考,高中学业水平考试,"(5月等级性考试, 开考科目, 思想政治)"
2237,高考学考,高中学业水平考试,"(5月等级性考试, 考试科目, 地理)"
2238,高考学考,高中学业水平考试,"(5月等级性考试, 开考科目, 化学)"
2239,高考学考,高中学业水平考试,"(等级考试, 属于, 高中学业水平考试)"
2240,高考学考,高中学业水平考试,"(等级考试, 是否有补考, 否)"
2241,高考学考,高中学业水平考试,"(合格性考试, 需成绩合格以报考, 等级性考试)"
2242,高考学考,高中学业水平考试,"(合格性考试成绩合格, 是报考的必要条件, 相应科目的等级性考试)"
2243,高考学考,高中学业水平考试,"(考生, 未通过, 合格性考试)"
2244,高考学考,高中学业水平考试,"(等级性考试, 属于, 高考)"
2245,高考学考,高中学业水平考试,"(2024年应届毕业考生, 选定, 3门等级性考试科目)"
2246,高考学考,高中学业水平考试,"(等级性考试科目, 可报考最大数量, 3)"
2247,高考学考,高中学业水平考试,"(等级性考试科目, 考试次数限制, 一次)"
2248,高考学考,高中学业水平考试,"(2024年应届毕业考生, 不可更换, 已选定的等级性考试科目)"
2249,高考学考,高中学业水平考试,"(等级性考试成绩, 折算计入, 高考总分)"
2250,高考学考,高中学业水平考试,"(A+, 约占比例, 5%)"
2251,高考学考,高中学业水平考试,"(A+, 换算分值, 70)"
2252,高考学考,高中学业水平考试,"(A, 约占比例, 10%)"
2253,高考学考,高中学业水平考试,"(A, 换算分值, 67)"
2254,高考学考,高中学业水平考试,"(B+, 约占比例, 10%)"
2255,高考学考,高中学业水平考试,"(B+, 换算分值, 64)"
2256,高考学考,高中学业水平考试,"(B, 约占比例, 10%)"
2257,高考学考,高中学业水平考试,"(B, 换算分值, 61)"
2258,高考学考,高中学业水平考试,"(B-, 约占比例, 10%)"
2259,高考学考,高中学业水平考试,"(B-, 换算分值, 58)"
2260,高考学考,高中学业水平考试,"(C+, 约占比例, 10%)"
2261,高考学考,高中学业水平考试,"(C+, 换算分值, 55)"
2262,高考学考,高中学业水平考试,"(C, 约占比例, 10%)"
2263,高考学考,高中学业水平考试,"(C, 换算分值, 52)"
2264,高考学考,高中学业水平考试,"(C-, 约占比例, 10%)"
2265,高考学考,高中学业水平考试,"(C-, 换算分值, 49)"
2266,高考学考,高中学业水平考试,"(D+, 约占比例, 10%)"
2267,高考学考,高中学业水平考试,"(D+, 换算分值, 46)"
2268,高考学考,高中学业水平考试,"(D, 约占比例, 10%)"
2269,高考学考,高中学业水平考试,"(D, 换算分值, 43)"
2270,高考学考,高中学业水平考试,"(E, 约占比例, 5%)"
2271,高考学考,高中学业水平考试,"(E, 换算分值, 40)"
2272,高考学考,高中学业水平考试,"(高考学考, 别称, 高中学业水平考试)"
2273,高考学考,高中学业水平考试,"(等级性考试科目, 属于, 高中学业水平考试)"
2274,高考学考,高中学业水平考试,"(符合条件的考生, 可申请更换, 等级性考试科目)"
2275,高考学考,高中学业水平考试,"(符合条件的考生, 申请注销, 原有等级性考试成绩)"
2276,高考学考,高中学业水平考试,"(符合条件的考生, 登录, 报名系统)"
2277,高考学考,高中学业水平考试,"(报名系统, 默认保留, 等级性考试成绩)"
2278,高考学考,高中学业水平考试,"(报名系统, 操作需在, 报名期间)"
2279,高考学考,高中学业水平考试,"(合格性考试, 别名, 合格考)"
2280,高考学考,高中学业水平考试,"(高中学业水平考试, 包含, 合格性考试)"
2281,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的语文,考试时间,2024年1月6日（星期六），9:00—10:30)"
2282,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的数学,考试时间,2024年1月6日（星期六），13:30—15:00)"
2283,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的外语（笔试）,考试时间,2024年1月7日（星期日），9:00—10:30)"
2284,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的外语听说测试,考试时间,2024年1月7日（星期日），13:00起开考)"
2285,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的化学,考试时间,2024年1月13日（星期六），9:00起开考)"
2286,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的思想政治,考试时间,2024年1月13日（星期六），9:00起开考)"
2287,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的物理,考试时间,2024年1月13日（星期六），9:00起开考)"
2288,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的历史,考试时间,2024年1月14日（星期日），9:00起开考)"
2289,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的地理,考试时间,2024年1月14日（星期日），9:00起开考)"
2290,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的生物学,考试时间,2024年1月14日（星期日），9:00起开考)"
2291,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的物理、化学、生物学技能操作测试时间是什么时候？,考试时间,2024年5月20日（星期一）至5月24日（星期五）)"
2292,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的化学,考试时间,2024年6月28日（星期五），9:00—10:00)"
2293,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的思想政治,考试时间,2024年6月28日（星期五），13:00—14:00)"
2294,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的物理,考试时间,2024年6月28日（星期五），15:30—16:30)"
2295,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的历史,考试时间,2024年6月29日（星期六），9:00—10:00)"
2296,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的地理,考试时间,2024年6月29日（星期六），13:00—14:00)"
2297,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的生物学,考试时间,2024年6月29日（星期六），15:30—16:30)"
2298,高考学考,高中学业水平考试,"(2024年高中学业水平合格性考试的信息技术,考试时间,2024年6月30日（星期日），8:00起开考)"
2299,高考学考,高中学业水平考试,"(高中学业水平考试, 包含, 等级考)"
2300,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的化学,考试时间,2024年5月5日（星期日），9:00—10:00)"
2301,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的思想政治,考试时间,2024年5月5日（星期日），13:00—14:00)"
2302,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的物理,考试时间,2024年5月5日（星期日），15:30—16:30)"
2303,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的历史,考试时间,2024年5月6日（星期一），9:00—10:00)"
2304,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的地理,考试时间,2024年5月6日（星期一），13:00—14:00)"
2305,高考学考,高中学业水平考试,"(2024年高中学业水平考试等级考的生物学,考试时间,2024年5月6日（星期一），15:30—16:30)"
2306,高考学考,高中学业水平考试,"(在校生, 获取准考证需联系, 学籍所在学校)"
2307,高考学考,高中学业水平考试,"(学籍所在学校, 发放, 准考证)"
2308,高考学考,高中学业水平考试,"(其他考生, 负责机构, 区考试招生机构)"
2309,高考学考,高中学业水平考试,"(区考试招生机构, 发放, 准考证)"
2310,高考学考,高中学业水平考试,"(上海招考热线网站, 包含栏目, 高考学考)"
2311,高考学考,高中学业水平考试,"(高考学考栏目, 包含, 高中学业考栏目)"
2312,高考学考,高中学业水平考试,"(高中学业考栏目, 包含, 上海市普通高中学业水平考试笔试科目考试考场规则)"
2313,高考学考,高中学业水平考试,"(高中学业考栏目, 包含, 上海市普通高中学业水平考试考生答题注意事项)"
2314,高考学考,高中学业水平考试,"(高中学业考栏目, 提供, 上海市普通高中学业水平考试信息技术考试考场规则)"
2315,高考学考,高中学业水平考试,"(高中学业考栏目, 提供, 上海市普通高中学业水平考试信息技术考试考生作答须知)"
2316,高考学考,高中学业水平考试,"(高中学业水平合格考, 包含规则, 上海市普通高中学业水平考试笔试科目考试考场规则)"
2317,高考学考,高中学业水平考试,"(上海市普通高中学业水平合格性考试, 需遵守, 上海市普通高中学业水平考试考生答题注意事项)"
2318,高考学考,高中学业水平考试,"(上海招考热线网站, 发布, 考场规则)"
2319,高考学考,高中学业水平考试,"(上海招考热线网站, 包含, 上海市普通高中学业水平考试考生答题注意事项)"
2320,高考学考,高中学业水平考试,"(等级考试, 属于, 高中学业水平考试)"
2321,高考学考,高中学业水平考试,"(考生, 需遵守, 考场规则)"
2322,高考学考,高中学业水平考试,"(考生, 需遵守, 考生答题注意事项)"
2323,高考学考,高中学业水平考试,"(普通高中学业水平等级性考试, 需遵守, 考场规则)"
2324,高考学考,高中学业水平考试,"(上海市普通高中学业水平等级性考试, 包含, 上海市普通高中学业水平考试考生答题注意事项)"
2325,高考学考,高中学业水平考试,"(6月合格性考试, 包含考试科目, 笔试科目)"
2326,高考学考,高中学业水平考试,"(6月合格性考试, 包含, 信息技术科目)"
2327,高考学考,高中学业水平考试,"(笔试科目, 开考15分钟后禁止迟到进入, 考点)"
2328,高考学考,高中学业水平考试,"(考试工作人员, 可安排迟到考生参加, 本考点其他场次的信息技术考试)"
2329,高考学考,高中学业水平考试,"(1月合格性考试, 包含科目, 思想政治)"
2330,高考学考,高中学业水平考试,"(1月合格性考试, 包含机考科目, 历史)"
2331,高考学考,高中学业水平考试,"(1月合格性考试, 包含机考科目, 地理)"
2332,高考学考,高中学业水平考试,"(1月合格性考试, 包含科目, 物理)"
2333,高考学考,高中学业水平考试,"(1月合格性考试, 包含机考科目, 化学)"
2334,高考学考,高中学业水平考试,"(1月合格性考试, 包含机考科目, 生物学)"
2335,高考学考,高中学业水平考试,"(1月合格性考试, 包含笔试科目, 语文)"
2336,高考学考,高中学业水平考试,"(1月合格性考试, 包含科目, 数学)"
2337,高考学考,高中学业水平考试,"(1月合格性考试, 包含笔试科目, 外语)"
2338,高考学考,高中学业水平考试,"(1月合格性考试-思想政治, 考试形式, 机考形式)"
2339,高考学考,高中学业水平考试,"(历史, 考试形式, 机考形式)"
2340,高考学考,高中学业水平考试,"(1月合格性考试地理科目, 考试形式, 机考形式)"
2341,高考学考,高中学业水平考试,"(物理, 考试形式, 机考形式)"
2342,高考学考,高中学业水平考试,"(1月合格性考试化学科目, 考试形式, 机考形式)"
2343,高考学考,高中学业水平考试,"(生物学, 考试形式, 机考形式)"
2344,高考学考,高中学业水平考试,"(语文, 考试形式, 笔试)"
2345,高考学考,高中学业水平考试,"(数学, 考试形式, 笔试)"
2346,高考学考,高中学业水平考试,"(外语, 属于, 笔试科目)"
2347,高考学考,高中学业水平考试,"(1月合格性考试机考科目, 迟到处理, 缺考)"
2348,高考学考,高中学业水平考试,"(1月合格性考试笔试科目, 开考15分钟后禁止进入, 考点)"
2349,高考学考,高中学业水平考试,"(5月等级性考试, 包含, 笔试科目)"
2350,高考学考,高中学业水平考试,"(笔试科目, 迟到禁止入场时间, 开考15分钟后)"
2351,高考学考,高中学业水平考试,"(迟到考生, 开考15分钟后不得进入, 考点)"
2352,高考学考,高中学业水平考试,"(迟到考生, 记为, 缺考)"
2353,高考学考,高中学业水平考试,"(有效证件原件, 包含, 临时身份证)"
2354,高考学考,高中学业水平考试,"(有效证件原件, 包含, 有照片的社保卡)"
2355,高考学考,高中学业水平考试,"(合格性考试和等级性考试有效证件原件, 包含, 驾驶证)"
2356,高考学考,高中学业水平考试,"(有效证件原件, 包含, 护照)"
2357,高考学考,高中学业水平考试,"(有效证件原件, 包含, 军人证)"
2358,高考学考,高中学业水平考试,"(身份证遗失, 替代证件, 有效证件原件)"
2359,高考学考,高中学业水平考试,"(电子身份证, 不作为, 有效证件原件)"
2360,高考学考,高中学业水平考试,"(考生, 禁止携带, 具有电子存储记忆功能、收发信息功能、图像显示功能的计算器)"
2361,高考学考,高中学业水平考试,"(考场, 不提供, 钟表)"
2362,高考学考,高中学业水平考试,"(考生,禁止携带,手机、智能手表、智能手环、蓝牙耳机等通讯工具)"
2363,高考学考,高中学业水平考试,"(申请合理便利的残疾考生, 允许携带, 助听器、人工耳蜗、拐杖、轮椅)"
2364,高考学考,高中学业水平考试,"(考生, 因听力障碍可申请, 绿色通道)"
2365,高考学考,高中学业水平考试,"(绿色通道, 解答参见, 秋考95问)"
2366,高考学考,高中学业水平考试,"(低血糖, 可能需要, 绿色通道)"
2367,高考学考,高中学业水平考试,"(听力障碍, 可能需要, 绿色通道)"
2368,高考学考,高中学业水平考试,"(腿脚不便, 可能需要, 绿色通道)"
2369,高考学考,高中学业水平考试,"(在校生, 提出绿色通道申请, 学籍所在学校)"
2370,高考学考,高中学业水平考试,"(学籍所在学校, 提交绿色通道申请, 相关部门)"
2371,高考学考,高中学业水平考试,"(相关部门, 审核, 绿色通道申请)"
2372,高考学考,高中学业水平考试,"(绿色通道申请审核通过, 允许携带, 血糖仪)"
2373,高考学考,高中学业水平考试,"(绿色通道申请审核通过, 允许携带, 助听器)"
2374,高考学考,高中学业水平考试,"(绿色通道申请审核通过, 允许携带, 人工耳蜗)"
2375,高考学考,高中学业水平考试,"(绿色通道申请审核通过, 允许携带, 拐杖)"
2376,高考学考,高中学业水平考试,"(绿色通道申请审核通过, 允许携带, 轮椅)"
2377,高考学考,高中学业水平考试,"(往届生, 提出绿色通道申请申请, 区招考机构)"
2378,高考学考,高中学业水平考试,"(社会生, 提出绿色通道申请申请, 区招考机构)"
2379,高考学考,高中学业水平考试,"(非本市学籍考生, 提出绿色通道申请申请, 区招考机构)"
2380,高考学考,高中学业水平考试,"(上海招考热线网站, 包含栏目, 高中学业考栏目)"
2381,高考学考,高中学业水平考试,"(消息稿, 发布于, 上海招考热线网站)"
2382,高考学考,高中学业水平考试,"(市教育考试院, 发布, 6月上海市普通高中学业水平合格性考试成绩公布时间)"
