文件名,类型,文本内容,部分
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"三、考试及志愿填报
（三）志愿填报
1\.考生统一文化考试成绩总分达到市教育考试院公布的志愿填报最低控制线，方可填报春季考试招生志愿。其中，应届高中毕业考生7门科目（思想政治、历史、地理、物理、化学、生物学、信息技术）的高中学业水平合格性考试成绩须全部合格。7门科目成绩的认定工作按市教育考试院相关实施办法操作。
2\.满足志愿填报要求的考生可于2025年2月中旬通过“上海招考热线”网站填报志愿，具体详见市教育考试院相关实施办法。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"三、考试及志愿填报
（四）院校自主测试
1\.院校自主测试资格线公布方式
（1）试点院校根据已公布的招生计划的一定比例确定自主测试资格线，其中公办院校不超过公布计划数的2倍，民办院校不超过公布计划数的3倍。末位同分处理，按照市教育考试院相关实施办法执行。2025年2月20日，各试点院校公布本校自主测试资格线及测试安排。
（2）已完成专业志愿填报，且统一文化考试成绩总分达到院校自主测试资格线的考生即获得相应试点院校自主测试资格。考生须于2025年2月21-22日在试点院校网站选择测试时间和地点。
2\.院校自主测试时间安排
2025年3月1-2日举行院校自主测试。
3\.院校自主测试内容及计分方式
（1）院校自主测试（一般为面试或技能测试）内容由各试点院校根据本校及专业特点自行确定，测试科目原则上为1门。院校自主测试主要考查考生学科特长基础，注重综合素质和能力。
（2）院校自主测试总分150分。
（3）获得院校自主测试资格后缺考的考生，其院校自主测试成绩按零分计入春考总分，并参与院校后续录取排序。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"四、录取
（一）2025年3月5日，各试点院校应根据招生章程，按照统一文化考试成绩和院校自主测试成绩，并参考普通高中学生综合素质评价信息择优录取。其中，普通高中学生综合素质评价信息按照各试点院校已公布的《普通高中学生综合素质评价信息使用办法》有关规定使用。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"四、录取
（二）2025年3月5-11日，试点院校须公示预录取和候补录取考生名单。公示预录取数不超过各校公布的计划数；其余考生可依序公布为候补录取考生，具体人数由各校自行确定。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"四、录取
（三）通过春季考试招生预录取的考生（含列入候补录取资格名单并最终被预录取的考生）不得参加《上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知》(沪教委学〔2024〕37号)规定的其他考试。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"四、录取
（四）通过春季考试招生录取的考生凭院校录取通知书，于2025年8月下旬，前往相关区考试招生机构或高中阶段学校等个人档案所在地提取或转递纸质档案，并按院校规定进行递送。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"五、加分政策及分值
凡符合春季考试招生报名条件的烈士子女考生，经审核可在原始分上加20分；归侨、归侨子女、华侨子女和台湾省籍（含台湾户籍）考生，经审核可在原始分上加5分。上述加分分值不累加。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"六、收费标准
试点院校的收费标准按《上海市物价局 上海市财政局 上海市教育委员会关于调整本市普通高校学费标准的通知》（沪价行〔2000〕120号）、《上海市教育委员会 上海市物价局 上海市财政局关于调整本市松江大学园区公办高校学生公寓住宿费标准的通知》（沪教委财〔2012〕118号）、《上海市教育委员会关于进一步做好2015年民办高等学历教育收费工作的通知》（沪教委民〔2015〕4号）、《上海市发展和改革委员会 上海市财政局 上海市教育委员会关于优化本市公办高校本专科学费形成机制的通知》（沪发改价调〔2023〕21号）等规定的收费标准执行。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"七、招生章程
（一）各试点院校应依据《中华人民共和国教育法》《中华人民共和国高等教育法》《中华人民共和国民办教育促进法》和教育部有关规定制定本校2025年春季考试招生章程。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"七、招生章程
（二）春季考试招生章程包含以下内容：院校全（名）称、就读校址、院校层次、办学类型、颁发学历证书的院校名称及证书种类、院校招生管理机构、招生计划、专业培养对入学外语考试语种的要求、选拔对象、考生身体健康状况要求、自主测试办法、录取规则（含候补录取考生依次递补规则、同分录取规则等）、收费标准、资助政策、监督机制及举报电话、网址及联系电话等。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"七、招生章程
（三）各试点院校须于2024年12月上旬认真填写《2025年上海市普通高校招生章程核准备案表》正、副表（见附件2、附件3）并上报市教委。市教委将于2024年12月底完成各试点院校春季考试招生章程的审核、备案工作。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"七、招生章程
（四）各试点院校春季考试招生章程经市教委核准备案后应及时向社会公布，不得擅自更改。院校法定代表人应对本校春季考试招生章程及有关宣传材料的真实性负责。市教委将对试点院校招生章程的执行情况进行督查。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"七、招生章程
（五）各试点院校于2025年1月4日前向市教委报送院校自主测试方案。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"八、管理与监督
各试点院校在春季考试招生工作中，必须合理制定招生计划，精心组织，严格管理，规范操作，不断完善考试招生工作制度，确保春季考试招生工作公平、公正、公开进行。
各级纪检监察部门对2025年春季考试招生工作进行全过程监督并严肃查处各种违规行为。对在高校招生报名、考试、招生等各环节出现违规行为的考生、考试工作人员、社会其他人员，严格按照《中华人民共和国教育法》《国家教育考试违规处理办法》（教育部令第33号）和《普通高等学校招生违规行为处理暂行办法》（教育部令第36号）确定的程序和规定严肃处理，依法依规追究当事人及相关人员责任；涉嫌犯罪的，应严格按照《中华人民共和国刑法》《最高人民法院、最高人民检察院关于办理组织考试作弊等刑事案件适用法律若干问题的解释》等有关法律规定，及时移送司法机关追究法律责任。对党员和公职人员违规违纪的，依据《中国共产党纪律处分条例》《中华人民共和国公职人员政务处分法》《行政机关公务员处分条例》《事业单位工作人员处分规定》等严肃处理。对因疏于管理，造成考场秩序混乱、作弊情况严重、招生违规严重的党员，依照《中国共产党问责条例》等对直接责任人和负有领导责任的人员，依法依规进行严肃追责问责。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"九、其他要求
（一）市教育考试院依据本文件制定相关实施办法。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"九、其他要求
（二）2025届高中毕业生思想政治品德考核由毕业学校负责；2024届高中阶段毕业生，以原毕业学校品德评语为主；2024年以前的高中阶段毕业生，由考生所在街道、乡、镇或单位主管部门，对考生的思想政治品德作出组织鉴定。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"九、其他要求
（三）考生体检工作由试点院校组织。
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"九、其他要求
（四）港澳台考生填报志愿按教育部有关规定执行。
` `附件：1.2025年上海市普通高校春季考试招生院校一览表
`       `2.2025年上海市普通高校招生章程核准备案表（正表）
`       `3.2025年上海市普通高校招生章程核准备案表（副表）
`           `4.2025年上海市普通高校春季考试招生工作日程简表
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"附件1
2025年上海市普通高校春季考试招生院校一览表
|**序号**|**院校名称**|
| :-: | :-: |
|1|上海理工大学|
|2|上海海事大学|
|3|上海戏剧学院|
|4|华东政法大学|
|5|上海海洋大学|
|6|上海电力大学|
|7|上海大学|
|8|上海中医药大学|
|9|上海师范大学|
|10|上海对外经贸大学|
|11|上海工程技术大学|
|12|上海应用技术大学|
|13|上海立信会计金融学院|
|14|上海第二工业大学|
|15|上海电机学院|
|16|上海商学院|
|17|上海政法学院|
|18|上海健康医学院|
|19|上海外国语大学|
|20|上海杉达学院|
|21|上海建桥学院有限责任公司|
|22|上海兴伟学院|
|23|上海立达学院有限公司|
|24|上海中侨职业技术大学|
|25|上海师范大学天华学院|
|26|上海外国语大学贤达经济人文学院|
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"附件2
2025年上海市普通高校招生章程核准备案表（正表）
<table><tr><th colspan=""4""><b>2025年上海市普通高校春季考试招生章程</b></th></tr>
<tr><td colspan=""3""><b>一、院校全称</b></td><td colspan=""1"" valign=""top""></td></tr>
<tr><td colspan=""3""><b>二、就读校址</b></td><td colspan=""1"" valign=""top"">校本部与各校区地址，同时明确各年级及专业就读地址</td></tr>
<tr><td colspan=""3""><b>三、层次</b></td><td colspan=""1"">□本科</td></tr>
<tr><td colspan=""3""><b>四、办学类型</b></td><td colspan=""1""><p>□普通高等学校</p><p>□公办高等学校□民办高等学校□独立学院</p></td></tr>
<tr><td colspan=""1"" rowspan=""2""><b>五、颁发学历证书的院校名称及证书种类</b></td><td colspan=""2""><b>院校名称</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""2""><b>证书种类</b></td><td colspan=""1"">修学期满，符合毕业要求，颁发       大学（学院）的本科毕业证书</td></tr>
<tr><td colspan=""3""><b>六、院校招生管理机构</b></td><td colspan=""1"">说明本校招生决策机构、业务机构，及工作机制</td></tr>
<tr><td colspan=""3""><b>七、招生计划及说明</b></td><td colspan=""1"">分专业招生人数，说明计划分配原则、男女比例等</td></tr>
<tr><td colspan=""3""><p><b>八、专业培养对入学外</b></p><p><b>语考试语种的要求</b></p></td><td colspan=""1"">说明入学外语考试语种要求及外语教学语种</td></tr>
<tr><td colspan=""3""><b>九、选拔对象</b></td><td colspan=""1"">说明自主测试招生选拔对象、报名条件等（依据沪教委学〔2024〕37号报名文件）</td></tr>
<tr><td colspan=""3""><b>十、身体健康状况要求</b></td><td colspan=""1"">说明是否对考生身体素质、健康状况有特殊要求</td></tr>
<tr><td colspan=""3""><b>十一、自主测试办法</b></td><td colspan=""1"">说明选拔程序等</td></tr>
<tr><td colspan=""3""><b>十二、录取规则</b></td><td colspan=""1"">说明加分投档要求（如有）、投档成绩相同考生处理办法、候补录取考生依次递补规则等</td></tr>
<tr><td colspan=""2"" rowspan=""2""><b>十三、收费标准</b></td><td colspan=""1""><b>学费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>住宿费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十四、资助政策</b></td><td colspan=""1"">说明家庭经济困难学生资助政策及有关程序</td></tr>
<tr><td colspan=""3""><b>十五、监督机制及举报电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十六、网址及联系电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十七、其他须知</b></td><td colspan=""1""></td></tr>
</table>
2025年上海市普通高校招生章程核准备案表（正表）
（营利性民办高校用）
<table><tr><th colspan=""4""><b>2025年上海市普通高校春季考试招生章程</b></th></tr>
<tr><td colspan=""3""><b>一、院校名称</b></td><td colspan=""1"" valign=""top"">******学院</td></tr>
<tr><td colspan=""3""><b>二、就读校址</b></td><td colspan=""1"" valign=""top"">校本部与各校区地址，同时明确各年级及专业就读地址</td></tr>
<tr><td colspan=""3""><b>三、层次</b></td><td colspan=""1"">□ 本科  </td></tr>
<tr><td colspan=""3""><b>四、办学类型</b></td><td colspan=""1""><p>□ 普通高等学校 </p><p>□ 民办高等学校 □ 独立学院 </p></td></tr>
<tr><td colspan=""1"" rowspan=""2""><b>五、颁发学历证书的院校名称及证书种类</b></td><td colspan=""2""><b>院校名称</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""2""><b>证书种类</b></td><td colspan=""1"">修学期满，符合毕业要求，颁发       学院的本科毕业证书</td></tr>
<tr><td colspan=""3""><b>六、院校招生管理机构</b></td><td colspan=""1"">******学院是营利性民办高校，全称为******学院有限公司；同时说明学校招生决策机构、业务机构及工作机制</td></tr>
<tr><td colspan=""3""><b>七、招生计划及说明</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><p><b>八、专业教学培养</b></p><p><b>使用外语语种</b></p></td><td colspan=""1"">说明入学外语考试语种要求及外语教学语种</td></tr>
<tr><td colspan=""3""><b>九、选拔对象</b></td><td colspan=""1"">说明自主测试招生选拔对象、报名条件等（依据沪教委学〔2024〕37号报名文件）</td></tr>
<tr><td colspan=""3""><b>十、身体健康状况要求</b></td><td colspan=""1"">说明是否对考生身体素质、健康状况有特殊要求</td></tr>
<tr><td colspan=""3""><b>十一、自主测试办法</b></td><td colspan=""1"">说明选拔程序等</td></tr>
<tr><td colspan=""3""><b>十二、录取规则</b></td><td colspan=""1"">说明加分投档要求（如有）、投档成绩相同考生处理办法、候补录取考生依次递补规则等</td></tr>
<tr><td colspan=""2"" rowspan=""2""><b>十三、收费标准</b></td><td colspan=""1""><b>学费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>住宿费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十四、资助政策</b></td><td colspan=""1"">说明家庭经济困难学生资助政策及有关程序</td></tr>
<tr><td colspan=""3""><b>十五、监督机制及举报电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十六、网址及联系电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十七、其他须知</b></td><td colspan=""1""></td></tr>
</table>
—  1  —
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"附件3
2025年上海市普通高校招生章程核准备案表（副表）
（春季考试招生）
<table><tr><th colspan=""1"">院校填写</th><th colspan=""3"" valign=""top""><p>申明</p><p>我校依据《中华人民共和国教育法》《中华人民共和国高等教育法》《中华人民共和国民办教育促进法》、教育部和市教委有关规定制定本校的招生章程，所有内容均真实有效，我校将严格按照经核准备案的招生章程向社会公布，并承担教育部关于“学校法定代表人应对学校招生章程及有关宣传材料的真实性负责”规定的相关责任。</p><p>院校全称（盖章）：</p><p>院校法定代表人（签字）：</p><p>招生办公室负责人（签字）：</p><p>日期：     年   月   日</p></th></tr>
<tr><td colspan=""4"">上海市高校招生和就业工作联席会议办公室（上海市教育委员会）意见</td></tr>
<tr><td colspan=""2"" rowspan=""5"">相关处室负责人签字</td><td colspan=""1"">发展规划处：</td><td colspan=""1"">财务处：</td></tr>
<tr><td colspan=""1"" valign=""top"">职业教育处：</td><td colspan=""1"">高等教育处：</td></tr>
<tr><td colspan=""1"" valign=""top"">民办教育处：</td><td colspan=""1"">学生处：</td></tr>
<tr><td colspan=""1"" valign=""top"">国际交流处（港澳台办）：</td><td colspan=""1"">信访办：</td></tr>
<tr><td colspan=""2"" valign=""top"">市教育考试院高招办：</td></tr>
<tr><td colspan=""4""><p>上海市教育委员会学生处备案受理负责人：</p><p></p></td></tr>
<tr><td colspan=""4""><p>上海市教育委员会：</p><p></p></td></tr>
</table>
",高考学考
上海市教育委员会关于印发《2025年上海市普通高校春季考试招生试点方案》的通知 沪教委学〔2024〕48号.md,2025高招,"附件4
2025年上海市普通高校春季考试招生工作日程简表
|**时  间**|**工 作 内 容**|
| :-: | :-: |
|2024年12月上旬|各校上报春季考试招生章程|
|2024年12月底|各校向社会公布经审核的春季考试招生章程，同时在市教委网站公布，招生计划也须在市教育考试院网站公布|
|2025年1月4日前|各校报送院校自主测试方案|
|2025年1月4-6日|全市统一文化考试|
|2025年1月下旬|公布统一文化考试成绩及志愿填报最低控制线|
|2025年2月中旬|符合资格的考生可通过“上海招考热线”网站填报志愿|
|2025年2月20日|各校公布自主测试资格线及测试安排|
|2025年2月21-22日|获得院校自主测试资格的考生须在院校网站选择测试时间和地点|
|2025年3月1-2日|各校组织自主测试|
|2025年3月5日|各校公布自主测试成绩并开始录取|
|2025年3月5-11日|各校网上公示预录取和候补资格考生名单|
|2025年3月12-13日|考生按照春招实施办法的相关录取规则网上办理录取专业信息登记|
|2025年3月14日前|完成录取工作|
|2025年9月|新生正式入学|
|抄送：教育部高校学生司。|
| - |
|上海市教育委员会办公室|2024年11月13日印发||

",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"﻿
上海市教育委员会文件
沪教委学〔2024〕37号
<a name=""ole_link3""></a><a name=""ole_link4""></a>上海市教育委员会关于做好2025年
上海市普通高校考试招生报名工作的通知
各区教育局、后方基地教育处，上海市教育考试院：
2025年本市普通高校考试招生包括春季考试招生、专科层次依法自主招生、招收中等职业学校应届毕业生考试和秋季统一高考招生。根据国家有关法规、教育部和公安部有关普通高校考试招生报名的工作规定，结合本市实际，现将2025年本市普通高校考试招生报名工作有关事项通知如下：
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"一、报名条件
（一）遵守中华人民共和国宪法和法律。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"一、报名条件
（二）身体状况符合相关要求。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"一、报名条件
（三）报考对象
1\.符合下列条件的本市户籍人员可在沪报考：
具有本市常住户籍的高中阶段学校毕业生或具有同等学力者（含具有本市常住户籍的非本市高中阶段学校毕业生）。
2\.符合下列条件之一的非本市户籍人员可在沪报考：
（1）考生为积分达到标准分值的《上海市居住证》持证人的同住子女，且在本市参加中考或父母一方连续持有《上海市居住证》3年，同时须本市高中阶段学校毕业；
（2）考生为《上海市海外人才居住证》留学人员持证人的同住子女，且须本市高中阶段学校毕业；
（3）考生为持有效《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》的留学人员其持外国护照子女，且考生须是参加本市中考并具有本市高中阶段完整学习经历的应届毕业生或2024年已列入本市高考报名库的往届毕业生；
（4）考生父母双方或一方现属本市常住户籍，考生本人持《上海市居住证》，且考生须是参加本市中考并具有本市高中阶段完整学习经历的应届毕业生或2024年已列入本市高考报名库的往届毕业生；
（5）考生父母双方或一方是经市政府合作交流办认定的驻沪机构工作人员，且考生须是参加本市中考并具有本市高中阶段完整学习经历的应届毕业生或2024年已列入本市高考报名库的往届毕业生；
（6）考生为在沪定居并持有签发地为上海的《中华人民共和国外国人永久居留身份证》的外国人，且为高中阶段学校毕业生；
（7）考生父母双方或一方是在沪博士后科研流动站（工作站）在站人员，且考生为高中阶段学校毕业生；
（8）考生属在沪台胞，香港、澳门特别行政区永久居民身份，且为本市高中阶段学校毕业生；
（9）考生为梅山、大屯、鲁矿三地上海后方基地单位职工子女，且纳入市教委锁定名单，须参加本市中考且本市高中阶段学校毕业。
2025年在沪报考普通高校条件详见附件1-4。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"二、下列人员不属于报考对象
（一）具有普通高等学历教育资格的高校在校生，或已被普通高校录取并保留入学资格的学生；
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"二、下列人员不属于报考对象
（二）高中阶段学校非应届毕业的在校生；
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"二、下列人员不属于报考对象
（三）在高中阶段非应届毕业年份以弄虚作假手段报名并违规参加普通高校招生考试（包括全国统考、省级统考和高校单独组织的招生考试）的应届毕业生；
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"二、下列人员不属于报考对象
（四）因违反国家教育考试规定，被给予暂停参加普通高校招生考试处理且在停考期内的人员；
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"二、下列人员不属于报考对象
（五）因触犯刑法受到刑事处罚、尚在处罚期内的。其中，未成年人按相关法律规定执行。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（一）按教育部规定，不参加2025年本市普通高校考试招生直接办理录取手续的保送生、运动训练、武术与民族传统体育专业考生，以及其他特殊类别考生，也必须办理报名手续。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（二）中高职教育贯通培养模式试点、中等职业教育—应用本科专业贯通培养模式试点（即中高职贯通、中本贯通）、五年一贯制需办理转入高等学校手续的学生也须根据上海市教育考试院的具体安排办理报名手续。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（三）根据国务院和本市高考改革相关规定，2025年本市统一高考科目为语文、数学、外语3门。秋季统一高考外语科目考试实行一年两考，考试时间分别为1月和6月，其中1月的外语科目考试即为2025年春季考试外语科目考试。外语科目的考试语种分设英语、俄语、日语、法语、德语、西班牙语6种，由报考学生任选1种，两次外语科目的考试语种必须一致。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（四）春季考试招生报名考生不含本市中等职业学校（含中专、职校和技校，下同）的应届毕业生。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（五）本市户籍和符合非本市户籍在沪报考条件的2025年中等职业学校应届毕业生，在5月招收中等职业学校应届毕业生考试和秋季统一高考中，只能选择其中一次参加考试。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（六）考生为持有积分未达到标准分值的《上海市居住证》持证人的同住子女，且参加本市全日制普通中等职业学校自主招生考试并完成全日制中等职业教育完整学习经历的毕业生，以及长三角示范区职教一体化招收的在本市中等职业学校就读的吴江、嘉善两地学生并完成全日制中等职业教育的毕业生。其中，应届毕业生只可参加3月专科层次依法自主招生考试和5月招收中等职业学校应届毕业生考试的专科层次录取，往届毕业生只可参加3月专科层次依法自主招生考试。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（七）具有本市户籍，入伍前具有高中阶段毕业学历或具有同等学力的2023、2024年退役士兵报考相应考试须按规定完成报名。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（八）本市新疆、西藏中职班应届毕业生（名单由市教委锁定）只可报名参加3月专科层次依法自主招生考试。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（九）《上海市居住证》持证人或同住子女在参加相应考试期间，持证人的《上海市居住证》必须在有效期内；在沪台胞考生所持《台湾居民来往大陆通行证》（即台胞证），香港、澳门特别行政区永久居民身份考生所持永久性居民身份证、《港澳居民来往内地通行证》、外国人持有《中华人民共和国外国人永久居留身份证》，均必须在有效期内。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"三、其他报名要求
（十）18至24周岁男性公民须经查验兵役证（符合报名条件的外国人、在沪台胞、香港及澳门特别行政区永久居民身份除外）。
（十一）考生应在规定时间内完成网上报名手续及相关资格审核，各类考生报名条件参见附件1-4。考试与志愿填报时间以后续相关文件为准。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"四、外省市生源考生户籍处理规定
根据市公安局《关于妥善处理被本市普通高校录取的在沪借考的外地生源学生的户口迁移问题的通知》（沪公治通〔2007〕85号），2025年非本市户籍在沪报考对象被本市普通高校录取后不再办理户口迁移手续，学业结束后按非上海生源户籍规定处理。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"五、工作要求
上海市教育考试院按本文件精神另行制定《2025年上海市普通高校考试招生报名实施办法》。
各相关单位须完善考生数据库，积极构建信息平台，联合公安、人力资源社会保障等部门做好信息核查工作，确保信息准确和安全。
各区要进一步完善考试招生报名工作责任制和责任追究制度，明确考试招生报名工作由各区教育局分管局长负责。进一步完善户籍、学籍双认定以及其他行之有效的高考考生报名资格审查办法。区招考职能部门应根据考生数据库，认真做好在本区确认考生高考资格的审定工作，考生所在学校（高中学校、中等职业学校）应认真做好本校应届高中阶段毕业生的高考资格审定工作，涉及资格审定的相关材料要留存备查。市教委将联合有关部门对高考报名信息予以抽查。凡提供虚假个人信息或申请材料的，将按有关规定认定为在国家教育考试中作弊，取消其当年高考报名、考试和录取资格，并视情节轻重给予3年内暂停参加各类国家教育考试的处理。
请各区教育局与相关部门通力协作，共同做好2025年上海市普通高校考试招生的报名工作。若有特殊情况，请于2025年4月11日前填妥《区教育局特殊情况考生申报表》（附件5），及时报市教委审批。
",高考学考
上海市教育委员会关于做好2025年上海市普通高校考试招生报名工作的通知 沪教委学〔2024〕37号.md,2025高招,"附件： 1.2025年在沪报考普通高校条件一览表（秋季统一高考）
2\.2025年在沪报考普通高校条件一览表（春季考试）
3\.2025年在沪报考普通高校条件一览表（专科层次依法
自主招生考试）
4\.2025年在沪报考普通高校条件一览表（招收中等职业
学校应届毕业生考试）
5\.区教育局特殊情况考生申报表
上 海 市 教 育 委 员 会
2024年9月14日
—  1  —
",高考学考
